,id_x,ano,beneficiario,rfc,rnpa,estado_x,municipio_x,localidad_x,monto,cod_inegi_municipio_x,cod_inegi_localidad_x,id_y,tipo,nombre,fecha_registro,tipo_persona,representante_legal,estado_y,municipio_y,localidad_y,inicio,cod_inegi_localidad_y,cod_inegi_municipio_y
2594,2595,2013,"PESCA AZTECA, S.A. DE C.V.",PAZ840831937,2508008238.0,SINALOA,MAZATLAN,MAZATLAN,3292028,25012.0,25012001.0,15671,CAPTURA,"PESCA AZTECA, SA DE CV",30/03/15,MORAL,JULIO CESAR COTA LUGO,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2595,2596,2013,"PESCA AZTECA, S.A. DE C.V.",PAZ840831937,2508008238.0,SINALOA,MAZATLAN,MAZATLAN,2952027,25012.0,25012001.0,15671,CAPTURA,"PESCA AZTECA, SA DE CV",30/03/15,MORAL,JULIO CESAR COTA LUGO,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
4224,4225,2014,"PESCA AZTECA, S.A. DE C.V.",,2508008238.0,SINALOA,MAZATLAN,MAZATLAN,7947421.16,25012.0,25012001.0,15671,CAPTURA,"PESCA AZTECA, SA DE CV",30/03/15,MORAL,JULIO CESAR COTA LUGO,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
4846,4847,2015,"PESCA AZTECA, S.A. DE C.V.",,2508008238.0,SINALOA,MAZATLÁN,MAZATLÁN," 34,392,423.81 ",,,15671,CAPTURA,"PESCA AZTECA, SA DE CV",30/03/15,MORAL,JULIO CESAR COTA LUGO,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
1361,1362,2012,"PESCA AZUL, S.A. DE C.V.",PAZ0204087N6,2508011026.0,SINALOA,AHOME,LOS MOCHIS,299194,25001.0,25001001.0,19089,CAPTURA,PESCA AZUL SA DE CV,02/12/14,MORAL,JORGE BALLESTEROS GRIJALVA,BAJA CALIFORNIA,ENSENADA,ENSENADA,08/04/2002,2001001.0,2001.0
2596,2597,2013,"PESCA AZUL, S.A. DE C.V.",PAZ0204087N6,2508011026.0,BAJA CALIFORNIA,ENSENADA,ENSENADA,183034.8,2001.0,2001001.0,19089,CAPTURA,PESCA AZUL SA DE CV,02/12/14,MORAL,JORGE BALLESTEROS GRIJALVA,BAJA CALIFORNIA,ENSENADA,ENSENADA,08/04/2002,2001001.0,2001.0
4223,4224,2014,"PESCA AZUL, S.A. DE C.V.",,2508011026.0,BAJA CALIFORNIA,ENSENADA,EL SAUZAL DE RODRIGUEZ,14985,2001.0,2001247.0,19089,CAPTURA,PESCA AZUL SA DE CV,02/12/14,MORAL,JORGE BALLESTEROS GRIJALVA,BAJA CALIFORNIA,ENSENADA,ENSENADA,08/04/2002,2001001.0,2001.0
4894,4895,2015,"PESCA AZUL, S.A. DE C.V.",,2508011026.0,BAJA CALIFORNIA,ENSENADA,ENSENADA," 189,514.52 ",2001.0,2001001.0,19089,CAPTURA,PESCA AZUL SA DE CV,02/12/14,MORAL,JORGE BALLESTEROS GRIJALVA,BAJA CALIFORNIA,ENSENADA,ENSENADA,08/04/2002,2001001.0,2001.0
1362,1363,2012,"PESCA FINA DE TUXPAN, S.A. DE C.V.",PFT060531CM6,3010002909.0,VERACRUZ DE IGNACIO DE LA LLAVE,TUXPAN,TUXPAM DE RODRIGUEZ CANO,507388,,,17977,CAPTURA,PESCA FINA DE TUXPAM SA DE CV,20/04/15,MORAL,ANA MARIA CARRILLO LARA,VERACRUZ,TUXPAN,VILLAS DE TUXPAN,31/05/2006,30189214.0,30189.0
2597,2598,2013,"PESCA FINA DE TUXPAN, S.A. DE C.V.",PFT060531CM6,3010002909.0,VERACRUZ DE IGNACIO DE LA LLAVE,TUXPAN,TUXPAM DE RODRIGUEZ CANO,291895.94,,,17977,CAPTURA,PESCA FINA DE TUXPAM SA DE CV,20/04/15,MORAL,ANA MARIA CARRILLO LARA,VERACRUZ,TUXPAN,VILLAS DE TUXPAN,31/05/2006,30189214.0,30189.0
2598,2599,2013,"PESCA FINA DE TUXPAN, S.A. DE C.V.",PFT060531CM6,3010002909.0,VERACRUZ DE IGNACIO DE LA LLAVE,TUXPAN,TUXPAM DE RODRIGUEZ CANO,302545.94,,,17977,CAPTURA,PESCA FINA DE TUXPAM SA DE CV,20/04/15,MORAL,ANA MARIA CARRILLO LARA,VERACRUZ,TUXPAN,VILLAS DE TUXPAN,31/05/2006,30189214.0,30189.0
2599,2600,2013,"PESCA FINA DE TUXPAN, S.A. DE C.V.",PFT060531CM6,3010002909.0,VERACRUZ DE IGNACIO DE LA LLAVE,TUXPAN,TUXPAM DE RODRIGUEZ CANO,44110,,,17977,CAPTURA,PESCA FINA DE TUXPAM SA DE CV,20/04/15,MORAL,ANA MARIA CARRILLO LARA,VERACRUZ,TUXPAN,VILLAS DE TUXPAN,31/05/2006,30189214.0,30189.0
4279,4280,2014,PESCA FINA DE TUXPAM S.A. DE C.V.,,3010002909.0,VERACRUZ DE IGNACIO DE LA LLAVE,TUXPAN,TUXPAM DE RODRIGUEZ CANO,59305,,,17977,CAPTURA,PESCA FINA DE TUXPAM SA DE CV,20/04/15,MORAL,ANA MARIA CARRILLO LARA,VERACRUZ,TUXPAN,VILLAS DE TUXPAN,31/05/2006,30189214.0,30189.0
5251,5252,2015,PESCA FINA DE TUXPAM S.A. DE C.V.,,3010002909.0,VERACRUZ DE IGNACIO DE LA LLAVE,TUXPAN,TÚXPAM DE RODRÍGUEZ CANO," 376,967.22 ",,,17977,CAPTURA,PESCA FINA DE TUXPAM SA DE CV,20/04/15,MORAL,ANA MARIA CARRILLO LARA,VERACRUZ,TUXPAN,VILLAS DE TUXPAN,31/05/2006,30189214.0,30189.0
1363,1364,2012,"PESCA GAGUI, S.A. DE C.V.",PGA9102215K4,2508005523.0,SINALOA,MAZATLAN,MAZATLAN,2361680,25012.0,25012001.0,20729,CAPTURA,PESCA GAGUI SA DE CV,30/03/15,MORAL,GUILLERMO ALONSO FELIX,SINALOA,MAZATLAN,MAZATLAN,21/02/1991,25012001.0,25012.0
2600,2601,2013,"PESCA GAGUI, S.A. DE C.V.",PGA9102215K4,2508005523.0,SINALOA,MAZATLAN,MAZATLAN,337090,25012.0,25012001.0,20729,CAPTURA,PESCA GAGUI SA DE CV,30/03/15,MORAL,GUILLERMO ALONSO FELIX,SINALOA,MAZATLAN,MAZATLAN,21/02/1991,25012001.0,25012.0
2601,2602,2013,"PESCA GAGUI, S.A. DE C.V.",PGA9102215K4,2508005523.0,SINALOA,MAZATLAN,MAZATLAN,320170,25012.0,25012001.0,20729,CAPTURA,PESCA GAGUI SA DE CV,30/03/15,MORAL,GUILLERMO ALONSO FELIX,SINALOA,MAZATLAN,MAZATLAN,21/02/1991,25012001.0,25012.0
2602,2603,2013,"PESCA GAGUI, S.A. DE C.V.",PGA9102215K4,2508005523.0,SINALOA,MAZATLAN,MAZATLAN,201650,25012.0,25012001.0,20729,CAPTURA,PESCA GAGUI SA DE CV,30/03/15,MORAL,GUILLERMO ALONSO FELIX,SINALOA,MAZATLAN,MAZATLAN,21/02/1991,25012001.0,25012.0
2603,2604,2013,"PESCA GAGUI, S.A. DE C.V.",PGA9102215K4,2508005523.0,SINALOA,MAZATLAN,MAZATLAN,399820,25012.0,25012001.0,20729,CAPTURA,PESCA GAGUI SA DE CV,30/03/15,MORAL,GUILLERMO ALONSO FELIX,SINALOA,MAZATLAN,MAZATLAN,21/02/1991,25012001.0,25012.0
2604,2605,2013,"PESCA GAGUI, S.A. DE C.V.",PGA9102215K4,2508005523.0,SINALOA,MAZATLAN,MAZATLAN,246146.4,25012.0,25012001.0,20729,CAPTURA,PESCA GAGUI SA DE CV,30/03/15,MORAL,GUILLERMO ALONSO FELIX,SINALOA,MAZATLAN,MAZATLAN,21/02/1991,25012001.0,25012.0
2605,2606,2013,"PESCA GAGUI, S.A. DE C.V.",PGA9102215K4,2508005523.0,SINALOA,MAZATLAN,MAZATLAN,202533.98,25012.0,25012001.0,20729,CAPTURA,PESCA GAGUI SA DE CV,30/03/15,MORAL,GUILLERMO ALONSO FELIX,SINALOA,MAZATLAN,MAZATLAN,21/02/1991,25012001.0,25012.0
2606,2607,2013,"PESCA GAGUI, S.A. DE C.V.",PGA9102215K4,2508005523.0,SINALOA,MAZATLAN,MAZATLAN,185519,25012.0,25012001.0,20729,CAPTURA,PESCA GAGUI SA DE CV,30/03/15,MORAL,GUILLERMO ALONSO FELIX,SINALOA,MAZATLAN,MAZATLAN,21/02/1991,25012001.0,25012.0
2607,2608,2013,"PESCA GAGUI, S.A. DE C.V.",PGA9102215K4,2508005523.0,SINALOA,MAZATLAN,MAZATLAN,355230,25012.0,25012001.0,20729,CAPTURA,PESCA GAGUI SA DE CV,30/03/15,MORAL,GUILLERMO ALONSO FELIX,SINALOA,MAZATLAN,MAZATLAN,21/02/1991,25012001.0,25012.0
4282,4283,2014,"PESCA GAGUI, S.A. DE C.V",,2508005523.0,SINALOA,MAZATLAN,MAZATLAN,22859.4,25012.0,25012001.0,20729,CAPTURA,PESCA GAGUI SA DE CV,30/03/15,MORAL,GUILLERMO ALONSO FELIX,SINALOA,MAZATLAN,MAZATLAN,21/02/1991,25012001.0,25012.0
4809,4810,2015,"PESCA GAGUI, S.A. DE C.V",,2508005523.0,SINALOA,MAZATLÁN,MAZATLÁN," 556,594.00 ",,,20729,CAPTURA,PESCA GAGUI SA DE CV,30/03/15,MORAL,GUILLERMO ALONSO FELIX,SINALOA,MAZATLAN,MAZATLAN,21/02/1991,25012001.0,25012.0
1364,1365,2012,"PESCA INDUSTRIAL MAREMAGNUM, S.A. DE C.V.",PIM010823UV6,2508010366.0,SINALOA,GUASAVE,GUASAVE,220780,25011.0,25011001.0,13030,CAPTURA,PESCA INDUSTRIAL MAREMAGNUM SADE CV,18/08/11,MORAL,,SINALOA,,,18/08/2011,,
2608,2609,2013,"PESCA INDUSTRIAL MAREMAGNUM, S.A. DE C.V.",PIM010823UV6,2508010366.0,SINALOA,SINALOA,POTRERO DE ALVARADO,256987.8,25017.0,250171557.0,13030,CAPTURA,PESCA INDUSTRIAL MAREMAGNUM SADE CV,18/08/11,MORAL,,SINALOA,,,18/08/2011,,
4290,4291,2014,PESCA INDUSTRIAL MAREMAGNUMI SA DE CV,,2508010366.0,VERACRUZ DE IGNACIO DE LA LLAVE,ALVARADO,ALVARADO,21200,,,13030,CAPTURA,PESCA INDUSTRIAL MAREMAGNUM SADE CV,18/08/11,MORAL,,SINALOA,,,18/08/2011,,
4879,4880,2015,PESCA INDUSTRIAL MAREMAGNUMI SA DE CV,,2508010366.0,VERACRUZ DE IGNACIO DE LA LLAVE,ALVARADO,ALVARADO," 160,509.20 ",,,13030,CAPTURA,PESCA INDUSTRIAL MAREMAGNUM SADE CV,18/08/11,MORAL,,SINALOA,,,18/08/2011,,
1365,1366,2012,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,13921668,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2609,2610,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,207850,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2610,2611,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,199350,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2611,2612,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,107560,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2612,2613,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,103550,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2613,2614,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,126550,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2614,2615,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,223970.9,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2615,2616,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,141900,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2616,2617,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,174960,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2617,2618,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,315757.5,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2618,2619,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,183750,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2619,2620,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,298600,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2620,2621,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,306900,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2621,2622,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,119250,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2622,2623,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,195274,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2623,2624,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,199100,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2624,2625,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,364826,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2625,2626,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,124550,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2626,2627,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,245450,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2627,2628,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,355920.5,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2628,2629,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,208460,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2629,2630,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,169200,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2630,2631,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,201250,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2631,2632,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,146400,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2632,2633,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,151700,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2633,2634,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,325500,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2634,2635,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,150200,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2635,2636,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,246448,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2636,2637,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,340052,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2637,2638,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,133750,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2638,2639,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,390550,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2639,2640,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,313650,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2640,2641,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,117800,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2641,2642,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,140250,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2642,2643,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,200290,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2643,2644,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,114050,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2644,2645,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,114500,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2645,2646,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,67800,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2646,2647,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,187500,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2647,2648,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,300016,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
2648,2649,2013,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",PIM9008189B4,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,206783.1,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
4291,4292,2014,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",,2508005382.0,SINALOA,MAZATLAN,MAZATLAN,1123782,25012.0,25012001.0,13031,CAPTURA,"PESCA INDUSTRIAL MAROS, SA DE CV",11/08/16,MORAL,JUAN FIDEL CARRANZA BELTRAN,SINALOA,MAZATLAN,MAZATLAN,18/08/2011,25012001.0,25012.0
