main_ID,Ano,Beneficiario,RFC,RNPA,Estado,Municipio,Localidad,Monto
,2013,"PESCAMAR DE MANZANILLO, S.A. DE C.V.",PMA920601NU5,601001571,COLIMA,MANZANILLO,MANZANILLO,112027.5
,2013,"PESCAMAR DE MANZANILLO, S.A. DE C.V.",PMA920601NU5,601001571,COLIMA,MANZANILLO,MANZANILLO,156071.5
,2013,"PESCAMAR DE MANZANILLO, S.A. DE C.V.",PMA920601NU5,601001571,COLIMA,MANZANILLO,MANZANILLO,137160
,2013,"PESCAMAR DE MANZANILLO, S.A. DE C.V.",PMA920601NU5,601001571,COLIMA,MANZANILLO,MANZANILLO,135550
,2013,"PESCAMAR DE MANZANILLO, S.A. DE C.V.",PMA920601NU5,601001571,COLIMA,MANZANILLO,MANZANILLO,183140
,2013,"PESCAMAR DE MANZANILLO, S.A. DE C.V.",PMA920601NU5,601001571,COLIMA,MANZANILLO,MANZANILLO,70000
,2013,"PESCAMAR DE MANZANILLO, S.A. DE C.V.",PMA920601NU5,601001571,COLIMA,MANZANILLO,MANZANILLO,138405
,2013,"PESCAMAR DE MANZANILLO, S.A. DE C.V.",PMA920601NU5,601001571,COLIMA,MANZANILLO,MANZANILLO,109515
,2013,"PESCAMAR DE MANZANILLO, S.A. DE C.V.",PMA920601NU5,601001571,COLIMA,MANZANILLO,MANZANILLO,123075
,2013,"PESCAMAR DE MANZANILLO, S.A. DE C.V.",PMA920601NU5,601001571,COLIMA,MANZANILLO,MANZANILLO,108015
,2013,"PESCAMAR DE MANZANILLO, S.A. DE C.V.",PMA920601NU5,601001571,COLIMA,MANZANILLO,MANZANILLO,148250
,2013,"PESCAMAR DE MANZANILLO, S.A. DE C.V.",PMA920601NU5,601001571,COLIMA,MANZANILLO,MANZANILLO,121958
,2013,"PESCAMAR DE MANZANILLO, S.A. DE C.V.",PMA920601NU5,601001571,COLIMA,MANZANILLO,MANZANILLO,87000
,2013,"PESCAMIL, S.A. DE C.V.",PSC930513MIA,2508005861,SINALOA,MAZATLAN,MAZATLAN,346000
,2013,"PESCASUR, S.A. DE C.V.",PES910423SR3,401002472,CAMPECHE,CARMEN,LA CONCORDIA,438926
,2013,"PESCASUR, S.A. DE C.V.",PES910423SR3,401002472,CAMPECHE,CARMEN,LA CONCORDIA,298926
,2013,"PESCASUR, S.A. DE C.V.",PES910423SR3,401002472,CAMPECHE,CARMEN,LA CONCORDIA,334000
,2013,"PESCASUR, S.A. DE C.V.",PES910423SR3,401002472,CAMPECHE,CARMEN,LA CONCORDIA,371235.6
,2013,"PESCASUR, S.A. DE C.V.",PES910423SR3,401002472,CAMPECHE,CARMEN,LA CONCORDIA,280000
,2013,"PESCASUR, S.A. DE C.V.",PES910423SR3,401002472,CAMPECHE,CARMEN,LA CONCORDIA,375000
,2013,"PESCASUR, S.A. DE C.V.",PES910423SR3,401002472,CAMPECHE,CARMEN,LA CONCORDIA,421383.6
,2013,"PESCASUR, S.A. DE C.V.",PES910423SR3,401002472,CAMPECHE,CARMEN,LA CONCORDIA,234000
,2013,"PESCASUR, S.A. DE C.V.",PES910423SR3,401002472,CAMPECHE,CARMEN,LA CONCORDIA,300600
,2013,"PESCASUR, S.A. DE C.V.",PES910423SR3,401002472,CAMPECHE,CARMEN,LA CONCORDIA,468875
,2013,"PESCASUR, S.A. DE C.V.",PES910423SR3,401002472,CAMPECHE,CARMEN,LA CONCORDIA,400800
,2013,"PESCASUR, S.A. DE C.V.",PES910423SR3,401002472,CAMPECHE,CARMEN,LA CONCORDIA,438926
,2013,"PESCASUR, S.A. DE C.V.",PES910423SR3,401002472,CAMPECHE,CARMEN,LA CONCORDIA,405270
,2013,"PESCASUR, S.A. DE C.V.",PES910423SR3,401002472,CAMPECHE,CARMEN,LA CONCORDIA,280800
,2013,"PESCOMAR, S.A. DE C.V.",PES940610V68,2005000217,OAXACA,SALINA CRUZ,SALINA CRUZ,201600
,2013,"PESCOMAR, S.A. DE C.V.",PES940610V68,2005000217,OAXACA,SALINA CRUZ,SALINA CRUZ,206550
,2013,"PESCOMAR, S.A. DE C.V.",PES940610V68,2005000217,OAXACA,SALINA CRUZ,SALINA CRUZ,184500
,2013,"PESQUERA 15 DE SEPTIEMBRE, S.A. DE C.V.",PQS921007GE7,2508005846,SINALOA,MAZATLAN,MAZATLAN,213360
,2013,"PESQUERA 15 DE SEPTIEMBRE, S.A. DE C.V.",PQS921007GE7,2508005846,SINALOA,MAZATLAN,MAZATLAN,214647.1
,2013,"PESQUERA 15 DE SEPTIEMBRE, S.A. DE C.V.",PQS921007GE7,2508005846,SINALOA,MAZATLAN,MAZATLAN,146250
,2013,"PESQUERA ABEL NOE, S.A. DE C.V.",PAN9601197T7,2508007909,SINALOA,MAZATLAN,MAZATLAN,183104.89
,2013,"PESQUERA ABEL NOE, S.A. DE C.V.",PAN9601197T7,2508007909,SINALOA,MAZATLAN,MAZATLAN,239120
,2013,"PESQUERA ABEL NOE, S.A. DE C.V.",PAN9601197T7,2508007909,SINALOA,MAZATLAN,MAZATLAN,242220
,2013,"PESQUERA ABEL NOE, S.A. DE C.V.",PAN9601197T7,2508007909,SINALOA,MAZATLAN,MAZATLAN,237320
,2013,"PESQUERA ABEL NOE, S.A. DE C.V.",PAN9601197T7,2508007909,SINALOA,MAZATLAN,MAZATLAN,238044.85
,2013,PESQUERA ACUICOLA ROIZ SC DE RL,PAR060126UX9,2507004014,SINALOA,AHOME,LOS MOCHIS,124400
,2013,"PESQUERA AGUA AZUL, S.A. DE C.V.",PAA920520SR4,2604006433,SONORA,GUAYMAS,HEROICA GUAYMAS,320400
,2013,"PESQUERA AKALAN, S.A. DE C.V.",PAK870828P5A,203007000,BAJA CALIFORNIA,ENSENADA,ENSENADA,2401563.69
,2013,"PESQUERA ALI, S.A. DE C.V.",PAL960503LI3,2508008121,SINALOA,MAZATLAN,MAZATLAN,353505.53
,2013,"PESQUERA ALI, S.A. DE C.V.",PAL960503LI3,2508008121,SINALOA,MAZATLAN,MAZATLAN,328005.53
,2013,"PESQUERA ALI, S.A. DE C.V.",PAL960503LI3,2508008121,SINALOA,MAZATLAN,MAZATLAN,351212.1
,2013,"PESQUERA ALI, S.A. DE C.V.",PAL960503LI3,2508008121,SINALOA,MAZATLAN,MAZATLAN,216375.5
,2013,"PESQUERA ALI, S.A. DE C.V.",PAL960503LI3,2508008121,SINALOA,MAZATLAN,MAZATLAN,198890.3
,2013,"PESQUERA ALI, S.A. DE C.V.",PAL960503LI3,2508008121,SINALOA,MAZATLAN,MAZATLAN,347993.75
,2013,"PESQUERA ALMARABEL, S.A DE C.V.",ALM980213IN5,2508009822,SINALOA,MAZATLAN,MAZATLAN,149930
,2013,"PESQUERA ALMARABEL, S.A DE C.V.",ALM980213IN5,2508009822,SINALOA,MAZATLAN,MAZATLAN,298185.94
,2013,"PESQUERA ARMATEL, S.A. DE C.V.",PAR960604DU9,2508010168,SINALOA,MAZATLAN,MAZATLAN,342496.4
,2013,"PESQUERA ARTEAGA, S.A. DE C.V.",PAR030521E48,2508010747,SINALOA,MAZATLAN,MAZATLAN,89280
,2013,"PESQUERA ARTEAGA, S.A. DE C.V.",PAR030521E48,2508010747,SINALOA,MAZATLAN,MAZATLAN,76380
,2013,"PESQUERA ATILA, S.A. DE C.V.",PAT930325245,2508006869,SINALOA,MAZATLAN,MAZATLAN,181500.32
,2013,"PESQUERA AXEL'S, S.A. DE C.V.",PAS9803063Q9,2508009053,SINALOA,MAZATLAN,MAZATLAN,291930.42
,2013,"PESQUERA AXEL'S, S.A. DE C.V.",PAS9803063Q9,2508009053,SINALOA,MAZATLAN,MAZATLAN,509076
,2013,"PESQUERA AXEL'S, S.A. DE C.V.",PAS9803063Q9,2508009053,SINALOA,MAZATLAN,MAZATLAN,340294
,2013,"PESQUERA AXEL'S, S.A. DE C.V.",PAS9803063Q9,2508009053,SINALOA,MAZATLAN,MAZATLAN,353041.2
,2013,"PESQUERA AXEL'S, S.A. DE C.V.",PAS9803063Q9,2508009053,SINALOA,MAZATLAN,MAZATLAN,263659.08
,2013,"PESQUERA AXEL'S, S.A. DE C.V.",PAS9803063Q9,2508009053,SINALOA,MAZATLAN,MAZATLAN,369835.2
,2013,"PESQUERA AXEL'S, S.A. DE C.V.",PAS9803063Q9,2508009053,SINALOA,MAZATLAN,MAZATLAN,344691.2
,2013,"PESQUERA AXEL'S, S.A. DE C.V.",PAS9803063Q9,2508009053,SINALOA,MAZATLAN,MAZATLAN,578476
,2013,"PESQUERA AXEL'S, S.A. DE C.V.",PAS9803063Q9,2508009053,SINALOA,MAZATLAN,MAZATLAN,359341.6
,2013,"PESQUERA AXEL'S, S.A. DE C.V.",PAS9803063Q9,2508009053,SINALOA,MAZATLAN,MAZATLAN,377067.2
,2013,"PESQUERA AXEL'S, S.A. DE C.V.",PAS9803063Q9,2508009053,SINALOA,MAZATLAN,MAZATLAN,358985.2
,2013,"PESQUERA AXEL'S, S.A. DE C.V.",PAS9803063Q9,2508009053,SINALOA,MAZATLAN,MAZATLAN,408816
,2013,"PESQUERA AXEL'S, S.A. DE C.V.",PAS9803063Q9,2508009053,SINALOA,MAZATLAN,MAZATLAN,472200
,2013,"PESQUERA AXEL'S, S.A. DE C.V.",PAS9803063Q9,2508009053,SINALOA,MAZATLAN,MAZATLAN,348785.2
,2013,"PESQUERA AXEL'S, S.A. DE C.V.",PAS9803063Q9,2508009053,SINALOA,MAZATLAN,MAZATLAN,488400
,2013,"PESQUERA AXEL'S, S.A. DE C.V.",PAS9803063Q9,2508009053,SINALOA,MAZATLAN,MAZATLAN,334980
,2013,"PESQUERA AXEL'S, S.A. DE C.V.",PAS9803063Q9,2508009053,SINALOA,MAZATLAN,MAZATLAN,365779.8
,2013,"PESQUERA AXEL'S, S.A. DE C.V.",PAS9803063Q9,2508009053,SINALOA,MAZATLAN,MAZATLAN,310560.4
,2013,"PESQUERA AXEL'S, S.A. DE C.V.",PAS9803063Q9,2508009053,SINALOA,MAZATLAN,MAZATLAN,344691.2
,2013,"PESQUERA AXEL'S, S.A. DE C.V.",PAS9803063Q9,2508009053,SINALOA,MAZATLAN,MAZATLAN,220607.1
,2013,"PESQUERA AXEL'S, S.A. DE C.V.",PAS9803063Q9,2508009053,SINALOA,MAZATLAN,MAZATLAN,105000
,2013,"PESQUERA AXEL'S, S.A. DE C.V.",PAS9803063Q9,2508009053,SINALOA,MAZATLAN,MAZATLAN,134631.35
,2013,"PESQUERA AXEL'S, S.A. DE C.V.",PAS9803063Q9,2508009053,SINALOA,MAZATLAN,MAZATLAN,77600
,2013,PESQUERA BABARASA SA DE CV,PBA030115238,2604011557,SONORA,GUAYMAS,HEROICA GUAYMAS,153400
,2013,"PESQUERA BACOCHIBAMPO, S.A. DE C.V.",PBA9606123H8,2604009775,SONORA,GUAYMAS,HEROICA GUAYMAS,146900
,2013,"PESQUERA BACOCHIBAMPO, S.A. DE C.V.",PBA9606123H8,2604009775,SONORA,GUAYMAS,HEROICA GUAYMAS,313079.8
,2013,"PESQUERA BACOCHIBAMPO, S.A. DE C.V.",PBA9606123H8,2604009775,SONORA,GUAYMAS,HEROICA GUAYMAS,326029.8
,2013,"PESQUERA BACOCHIBAMPO, S.A. DE C.V.",PBA9606123H8,2604009775,SONORA,GUAYMAS,HEROICA GUAYMAS,81000
,2013,"PESQUERA BACOCHIBAMPO, S.A. DE C.V.",PBA9606123H8,2604009775,SONORA,GUAYMAS,HEROICA GUAYMAS,366450
,2013,"PESQUERA BACOCHIBAMPO, S.A. DE C.V.",PBA9606123H8,2604009775,SONORA,GUAYMAS,HEROICA GUAYMAS,206852.5
,2013,"PESQUERA BACOCHIBAMPO, S.A. DE C.V.",PBA9606123H8,2604009775,SONORA,GUAYMAS,HEROICA GUAYMAS,232152.5
,2013,"PESQUERA BAHIA DE MATANCHE, S.A. DE C.V.",PBM9402218NA,2508006786,SINALOA,MAZATLAN,MAZATLAN,254477.1
,2013,"PESQUERA BAHIA DE SANTIAGO, S.A. DE C.V.",PBS020520JR2,2508010556,SINALOA,MAZATLAN,MAZATLAN,311400
,2013,"PESQUERA BAHIA DE SANTIAGO, S.A. DE C.V.",PBS020520JR2,2508010556,SINALOA,MAZATLAN,MAZATLAN,311400
,2013,"PESQUERA BAHIA DE SANTIAGO, S.A. DE C.V.",PBS020520JR2,2508010556,SINALOA,MAZATLAN,MAZATLAN,300500
,2013,"PESQUERA BAHIA DEL PERIGUETE, S.A.D E C.V.",PBP940726A8A,2508007271,SINALOA,MAZATLAN,MAZATLAN,234620
,2013,"PESQUERA BERA, S.A. DE C.V.",PBE970609US5,2808006189,TAMAULIPAS,TAMPICO,TAMPICO,408551.3
,2013,"PESQUERA BERA, S.A. DE C.V.",PBE970609US5,2808006189,TAMAULIPAS,TAMPICO,TAMPICO,358050
,2013,"PESQUERA BERA, S.A. DE C.V.",PBE970609US5,2808006189,TAMAULIPAS,TAMPICO,TAMPICO,261876
,2013,"PESQUERA BERA, S.A. DE C.V.",PBE970609US5,2808006189,TAMAULIPAS,TAMPICO,TAMPICO,202950
,2013,"PESQUERA BERA, S.A. DE C.V.",PBE970609US5,2808006189,TAMAULIPAS,TAMPICO,TAMPICO,517800
,2013,"PESQUERA BRENDA, S.A. DE C.V.",PBR980304932,2508009046,SINALOA,MAZATLAN,MAZATLAN,219900
,2013,"PESQUERA BRICEMAR, S.A. DE C.V.",PBR940623N82,2508007941,SINALOA,MAZATLAN,MAZATLAN,409373.05
,2013,"PESQUERA BRISIA JANET, S.A. DE C.V.",PBJ0206036V4,2508010606,SINALOA,MAZATLAN,MAZATLAN,166132
,2013,PESQUERA CALOSA SA DE CV,PCA970222333,2604009999,SONORA,GUAYMAS,HEROICA GUAYMAS,180450
,2013,PESQUERA CALOSA SA DE CV,PCA970222333,2604009999,SONORA,GUAYMAS,HEROICA GUAYMAS,220550
,2013,"PESQUERA CAMATUN, S.A. DE C.V.",PCA0401297N1,2508011224,SINALOA,MAZATLAN,MAZATLAN,2295892
,2013,"PESQUERA CARRILLO, S.A. DE C.V.",PCA970111337,2508008485,SINALOA,MAZATLAN,MAZATLAN,297745.94
,2013,"PESQUERA CARRILLO, S.A. DE C.V.",PCA970111337,2508008485,SINALOA,MAZATLAN,MAZATLAN,412800
,2013,"PESQUERA CASAS BLANCAS, S.A. DE C.V.",PCB810527935,203003678,BAJA CALIFORNIA,ENSENADA,ENSENADA,1452320
,2013,"PESQUERA CASREAL, S.R.L. DE C.V.",PCA840315RB9,308000298,BAJA CALIFORNIA SUR,COMONDU,PUERTO SAN CARLOS,191640
,2013,"PESQUERA CASREAL, S.R.L. DE C.V.",PCA840315RB9,308000298,BAJA CALIFORNIA SUR,COMONDU,PUERTO SAN CARLOS,274880
,2013,PESQUERA CASTA SA DE CV,PCA930823P41,2604008322,SONORA,GUAYMAS,HEROICA GUAYMAS,169200
,2013,PESQUERA CASTA SA DE CV,PCA930823P41,2604008322,SONORA,GUAYMAS,HEROICA GUAYMAS,169200
,2013,PESQUERA CASTA SA DE CV,PCA930823P41,2604008322,SONORA,GUAYMAS,HEROICA GUAYMAS,225600
,2013,"PESQUERA CERRO DE LA CRUZ, S.A. DE C.V.",PCC9508017W4,2508007685,SINALOA,MAZATLAN,MAZATLAN,220350
,2013,"PESQUERA CERRO VIGIA, S.A. DE C.V.",PCV910909K1A,2508005424,SINALOA,MAZATLAN,MAZATLAN,366535.75
,2013,"PESQUERA CERRO VIGIA, S.A. DE C.V.",PCV910909K1A,2508005424,SINALOA,MAZATLAN,MAZATLAN,357924.42
,2013,"PESQUERA CERRO VIGIA, S.A. DE C.V.",PCV910909K1A,2508005424,SINALOA,MAZATLAN,MAZATLAN,335545.94
,2013,"PESQUERA CINDY, S.A. DE C.V.",PCI940802F60,2508008477,SINALOA,MAZATLAN,MAZATLAN,394112.1
,2013,"PESQUERA CINDY, S.A. DE C.V.",PCI940802F60,2508008477,SINALOA,MAZATLAN,MAZATLAN,285450
,2013,"PESQUERA COMCO, S. DE R.L. DE C.V.",PCO030912QE0,2604011664,SONORA,GUAYMAS,HEROICA GUAYMAS,60000
,2013,"PESQUERA COMCO, S. DE R.L. DE C.V.",PCO030912QE0,2604011664,SONORA,GUAYMAS,HEROICA GUAYMAS,66250
,2013,"PESQUERA COMCO, S. DE R.L. DE C.V.",PCO030912QE0,2604011664,SONORA,GUAYMAS,HEROICA GUAYMAS,87500
,2013,"PESQUERA COMERCIAL DE ALTURA DE MEXICO, S.A. DE C.V.",PCA900420DT4,401002951,CAMPECHE,CAMPECHE,SAN FRANCISCO DE CAMPECHE,227950
,2013,"PESQUERA CONCOR, S.A. DE C.V.",PCO970111IH4,2604010781,SONORA,GUAYMAS,HEROICA GUAYMAS,478432
,2013,"PESQUERA CONDOR, S.A. DE C.V.",PCO970412JK6,2508008428,SINALOA,MAZATLAN,MAZATLAN,204000
,2013,"PESQUERA COSTA ROCA, S.A. DE C.V.",PCR030702RB1,2604011565,SONORA,GUAYMAS,HEROICA GUAYMAS,352040
,2013,"PESQUERA COSTA ROCA, S.A. DE C.V.",PCR030702RB1,2604011565,SONORA,GUAYMAS,HEROICA GUAYMAS,62000
,2013,"PESQUERA COSTA ROCA, S.A. DE C.V.",PCR030702RB1,2604011565,SONORA,GUAYMAS,HEROICA GUAYMAS,446388
,2013,"PESQUERA COSTA ROCA, S.A. DE C.V.",PCR030702RB1,2604011565,SONORA,GUAYMAS,HEROICA GUAYMAS,811832
,2013,"PESQUERA COSTA ROCA, S.A. DE C.V.",PCR030702RB1,2604011565,SONORA,GUAYMAS,HEROICA GUAYMAS,770235
,2013,"PESQUERA COSTA ROCA, S.A. DE C.V.",PCR030702RB1,2604011565,SONORA,GUAYMAS,HEROICA GUAYMAS,738376
,2013,"PESQUERA CRISTO, S.A. DE C.V.",PCR970529N17,2508008550,SINALOA,MAZATLAN,MAZATLAN,225140
,2013,"PESQUERA CRISTO, S.A. DE C.V.",PCR970529N17,2508008550,SINALOA,MAZATLAN,MAZATLAN,246360
,2013,"PESQUERA CRISTO, S.A. DE C.V.",PCR970529N17,2508008550,SINALOA,MAZATLAN,MAZATLAN,284050
,2013,"PESQUERA CRISTO, S.A. DE C.V.",PCR970529N17,2508008550,SINALOA,MAZATLAN,MAZATLAN,131100
,2013,"PESQUERA CRISTO, S.A. DE C.V.",PCR970529N17,2508008550,SINALOA,MAZATLAN,MAZATLAN,225950
,2013,"PESQUERA CRUZ DE LORETO, S.A. DE C.V.",PCL9408025A3,2508008469,SINALOA,MAZATLAN,MAZATLAN,189510.05
,2013,"PESQUERA DANYA, S.A. DE C.V.",PDA9303236Z5,2508005374,SINALOA,MAZATLAN,MAZATLAN,271670
,2013,"PESQUERA DANYA, S.A. DE C.V.",PDA9303236Z5,2508005374,SINALOA,MAZATLAN,MAZATLAN,267260
,2013,"PESQUERA DANYA, S.A. DE C.V.",PDA9303236Z5,2508005374,SINALOA,MAZATLAN,MAZATLAN,264175.5
,2013,"PESQUERA DANYA, S.A. DE C.V.",PDA9303236Z5,2508005374,SINALOA,MAZATLAN,MAZATLAN,333090.81
,2013,"PESQUERA DAVID´S, S.A. DE C.V.",PDS9407275K0,2508008444,SINALOA,MAZATLAN,MAZATLAN,202390.35
,2013,"PESQUERA DAVID´S, S.A. DE C.V.",PDS9407275K0,2508008444,SINALOA,MAZATLAN,MAZATLAN,295465
,2013,"PESQUERA DE LA CRUZ, S.A. DE C.V.",PCR910725TL9,2508006125,SINALOA,MAZATLAN,MAZATLAN,220770
,2013,"PESQUERA DE LA CRUZ, S.A. DE C.V.",PCR910725TL9,2508006125,SINALOA,MAZATLAN,MAZATLAN,387838
,2013,"PESQUERA DE LA CRUZ, S.A. DE C.V.",PCR910725TL9,2508006125,SINALOA,MAZATLAN,MAZATLAN,311231.88
,2013,"PESQUERA DE LA CRUZ, S.A. DE C.V.",PCR910725TL9,2508006125,SINALOA,MAZATLAN,MAZATLAN,395292.2
,2013,"PESQUERA DE LA CRUZ, S.A. DE C.V.",PCR910725TL9,2508006125,SINALOA,MAZATLAN,MAZATLAN,536662.8
,2013,"PESQUERA DE LA CRUZ, S.A. DE C.V.",PCR910725TL9,2508006125,SINALOA,MAZATLAN,MAZATLAN,263200
,2013,"PESQUERA DE LA CRUZ, S.A. DE C.V.",PCR910725TL9,2508006125,SINALOA,MAZATLAN,MAZATLAN,307630.42
,2013,"PESQUERA DE LA CRUZ, S.A. DE C.V.",PCR910725TL9,2508006125,SINALOA,MAZATLAN,MAZATLAN,288059.08
,2013,"PESQUERA DE LA CRUZ, S.A. DE C.V.",PCR910725TL9,2508006125,SINALOA,MAZATLAN,MAZATLAN,393725
,2013,"PESQUERA DEL ISTMO, S.A. DE C.V.",PIS980225Q45,2005002585,OAXACA,SALINA CRUZ,SALINA CRUZ,196650
,2013,"PESQUERA DEL ISTMO, S.A. DE C.V.",PIS980225Q45,2005002585,OAXACA,SALINA CRUZ,SALINA CRUZ,214650
,2013,"PESQUERA DEL ISTMO, S.A. DE C.V.",PIS980225Q45,2005002585,OAXACA,SALINA CRUZ,SALINA CRUZ,160650
,2013,"PESQUERA DEL ISTMO, S.A. DE C.V.",PIS980225Q45,2005002585,OAXACA,SALINA CRUZ,SALINA CRUZ,124950
,2013,"PESQUERA DEL ISTMO, S.A. DE C.V.",PIS980225Q45,2005002585,OAXACA,SALINA CRUZ,SALINA CRUZ,153510
,2013,"PESQUERA DEL ISTMO, S.A. DE C.V.",PIS980225Q45,2005002585,OAXACA,SALINA CRUZ,SALINA CRUZ,171360
,2013,"PESQUERA DEL ISTMO, S.A. DE C.V.",PIS980225Q45,2005002585,OAXACA,SALINA CRUZ,SALINA CRUZ,214650
,2013,"PESQUERA DEL ISTMO, S.A. DE C.V.",PIS980225Q45,2005002585,OAXACA,SALINA CRUZ,SALINA CRUZ,160650
,2013,"PESQUERA DELLY, S.A. DE C.V.",PDE930405910,2604007811,SONORA,GUAYMAS,HEROICA GUAYMAS,389950
,2013,"PESQUERA DELLY, S.A. DE C.V.",PDE930405910,2604007811,SONORA,GUAYMAS,HEROICA GUAYMAS,347026
,2013,"PESQUERA DELLY, S.A. DE C.V.",PDE930405910,2604007811,SONORA,GUAYMAS,HEROICA GUAYMAS,330765
,2013,PESQUERA DENNY SA DE CV,PDE930211F90,2604007803,SONORA,GUAYMAS,HEROICA GUAYMAS,169635
,2013,"PESQUERA DON CANDE, S.A. DE C.V.",PDC090724PH1,2508014624,SINALOA,MAZATLAN,MAZATLAN,338865
,2013,"PESQUERA DON FILEMON, S.A. DE C.V.",PDF910711A84,2508005705,SINALOA,MAZATLAN,MAZATLAN,277920
,2013,"PESQUERA DON FILEMON, S.A. DE C.V.",PDF910711A84,2508005705,SINALOA,MAZATLAN,MAZATLAN,149200
,2013,"PESQUERA DON FILEMON, S.A. DE C.V.",PDF910711A84,2508005705,SINALOA,MAZATLAN,MAZATLAN,335790
,2013,"PESQUERA DON FILEMON, S.A. DE C.V.",PDF910711A84,2508005705,SINALOA,MAZATLAN,MAZATLAN,299339.08
,2013,"PESQUERA DON FILEMON, S.A. DE C.V.",PDF910711A84,2508005705,SINALOA,MAZATLAN,MAZATLAN,291240
,2013,"PESQUERA DON FILEMON, S.A. DE C.V.",PDF910711A84,2508005705,SINALOA,MAZATLAN,MAZATLAN,335790
,2013,PESQUERA DON PAVO SA DE CV,PDP020410L64,2604011425,SONORA,GUAYMAS,HEROICA GUAYMAS,143450
,2013,"PESQUERA DON RAUL, S.A. DE C.V.",PDR030521JK5,2604011573,SONORA,GUAYMAS,HEROICA GUAYMAS,385295.8
,2013,"PESQUERA DON RAUL, S.A. DE C.V.",PDR030521JK5,2604011573,SONORA,GUAYMAS,HEROICA GUAYMAS,173360
,2013,"PESQUERA DON RAUL, S.A. DE C.V.",PDR030521JK5,2604011573,SONORA,GUAYMAS,HEROICA GUAYMAS,214679.15
,2013,"PESQUERA DOÑA EVA, S.A. DE C.V.",PDE9801277U5,2508009368,SINALOA,MAZATLAN,MAZATLAN,473032
,2013,"PESQUERA DOÑA JULIA, S.A. DE C.V.",PDJ030412J18,2508010788,SINALOA,MAZATLAN,MAZATLAN,118044.25
,2013,"PESQUERA DOÑA JULIA, S.A. DE C.V.",PDJ030412J18,2508010788,SINALOA,MAZATLAN,MAZATLAN,242585.7
,2013,"PESQUERA DONARELA, S.A. DE C.V.",PDO110705353,2508015555,SINALOA,MAZATLAN,MAZATLAN,146250
,2013,PESQUERA EL HUMILDE SA DE CV,PHU0210291IA,2604011540,SONORA,GUAYMAS,HEROICA GUAYMAS,301863.6
,2013,PESQUERA EL MAREÑO SA DE CV,PMA0704141S1,2604001616,SONORA,GUAYMAS,HEROICA GUAYMAS,190380
,2013,"PESQUERA EL MORROÑO, S.A. DE C.V.",PMO980428BW0,2604010641,SONORA,GUAYMAS,HEROICA GUAYMAS,130720
,2013,"PESQUERA EL MORROÑO, S.A. DE C.V.",PMO980428BW0,2604010641,SONORA,GUAYMAS,HEROICA GUAYMAS,154800
,2013,"PESQUERA EL MORROÑO, S.A. DE C.V.",PMO980428BW0,2604010641,SONORA,GUAYMAS,HEROICA GUAYMAS,172000
,2013,"PESQUERA EL MORROÑO, S.A. DE C.V.",PMO980428BW0,2604010641,SONORA,GUAYMAS,HEROICA GUAYMAS,172000
,2013,"PESQUERA EL MORROÑO, S.A. DE C.V.",PMO980428BW0,2604010641,SONORA,GUAYMAS,HEROICA GUAYMAS,206400
,2013,"PESQUERA EL TABLON, S.A. DE C.V.",PTA040525CY9,2508010986,SINALOA,MAZATLAN,MAZATLAN,300459.08
,2013,"PESQUERA EL TABLON, S.A. DE C.V.",PTA040525CY9,2508010986,SINALOA,MAZATLAN,MAZATLAN,263200
,2013,"PESQUERA EL TABLON, S.A. DE C.V.",PTA040525CY9,2508010986,SINALOA,MAZATLAN,MAZATLAN,300459.08
,2013,"PESQUERA EL TABLON, S.A. DE C.V.",PTA040525CY9,2508010986,SINALOA,MAZATLAN,MAZATLAN,243860.3
,2013,"PESQUERA FALOMIR, S.A. DE C.V.",PFA960729N25,2508009111,SINALOA,AHOME,LOS MOCHIS,134974
,2013,"PESQUERA FATIMA, S.A. DE C.V.",PFA0304157T9,2508010887,SINALOA,MAZATLAN,MAZATLAN,182992.2
,2013,"PESQUERA FATIMA, S.A. DE C.V.",PFA0304157T9,2508010887,SINALOA,MAZATLAN,MAZATLAN,44257.13
,2013,"PESQUERA FATIMA, S.A. DE C.V.",PFA0304157T9,2508010887,SINALOA,MAZATLAN,MAZATLAN,40575
,2013,"PESQUERA FATIMA, S.A. DE C.V.",PFA0304157T9,2508010887,SINALOA,MAZATLAN,MAZATLAN,235382.68
,2013,"PESQUERA FATIMA, S.A. DE C.V.",PFA0304157T9,2508010887,SINALOA,MAZATLAN,MAZATLAN,48500
,2013,"PESQUERA FEREY, S.A. DE C.V.",PFE960812J67,2808005876,TAMAULIPAS,TAMPICO,TAMPICO,439750
,2013,"PESQUERA FEREY, S.A. DE C.V.",PFE960812J67,2808005876,TAMAULIPAS,TAMPICO,TAMPICO,439750
,2013,"PESQUERA FRIGORIFICOS LIZARRAGA, S.A. DE C.V.",PFL910823BQ5,2508005234,SINALOA,MAZATLAN,MAZATLAN,261250
,2013,"PESQUERA FRIGORIFICOS LIZARRAGA, S.A. DE C.V.",PFL910823BQ5,2508005234,SINALOA,MAZATLAN,MAZATLAN,103500
,2013,"PESQUERA FRIGORIFICOS LIZARRAGA, S.A. DE C.V.",PFL910823BQ5,2508005234,SINALOA,MAZATLAN,MAZATLAN,367495
,2013,"PESQUERA FRIGORIFICOS LIZARRAGA, S.A. DE C.V.",PFL910823BQ5,2508005234,SINALOA,MAZATLAN,MAZATLAN,334200
